#2022-04-11
#10:41:34
#Balayage par: iq-qfl
#Description Keyword: 
##Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 5; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 100; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): 23.408; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      	SympCCD.Y Pix Row 2(Cnt)      	SympCCD.Y Pix Row 3(Cnt)      	SympCCD.Y Pix Row 4(Cnt)      	SympCCD.Y Pix Row 5(Cnt)      
908E+0	NaN	1.185E+3	1.232E+3	1.284E+3	1.342E+3	1.4E+3
909E+0	NaN	1.181E+3	1.243E+3	1.298E+3	1.343E+3	1.386E+3
910E+0	NaN	1.185E+3	1.258E+3	1.297E+3	1.352E+3	1.414E+3
911E+0	NaN	1.184E+3	1.237E+3	1.281E+3	1.334E+3	1.371E+3
912E+0	NaN	1.177E+3	1.232E+3	1.287E+3	1.331E+3	1.375E+3
913E+0	NaN	1.176E+3	1.229E+3	1.284E+3	1.337E+3	1.375E+3
914E+0	NaN	1.176E+3	1.234E+3	1.289E+3	1.328E+3	1.386E+3
915E+0	NaN	1.174E+3	1.241E+3	1.279E+3	1.329E+3	1.366E+3
916E+0	NaN	1.182E+3	1.237E+3	1.297E+3	1.336E+3	1.39E+3
917E+0	NaN	1.179E+3	1.247E+3	1.323E+3	1.352E+3	1.395E+3
918E+0	NaN	1.174E+3	1.236E+3	1.287E+3	1.327E+3	1.378E+3
919E+0	NaN	1.171E+3	1.237E+3	1.276E+3	1.334E+3	1.367E+3
920E+0	NaN	1.185E+3	1.25E+3	1.287E+3	1.34E+3	1.39E+3
921E+0	NaN	1.176E+3	1.241E+3	1.293E+3	1.347E+3	1.388E+3
922E+0	NaN	1.183E+3	1.241E+3	1.288E+3	1.34E+3	1.394E+3
923E+0	NaN	1.184E+3	1.249E+3	1.289E+3	1.35E+3	1.395E+3
924E+0	NaN	1.184E+3	1.234E+3	1.296E+3	1.339E+3	1.389E+3
925E+0	NaN	1.182E+3	1.233E+3	1.289E+3	1.337E+3	1.381E+3
926E+0	NaN	1.176E+3	1.245E+3	1.294E+3	1.343E+3	1.388E+3
927E+0	NaN	1.177E+3	1.233E+3	1.296E+3	1.338E+3	1.394E+3
928E+0	NaN	1.18E+3	1.23E+3	1.278E+3	1.325E+3	1.374E+3
929E+0	NaN	1.186E+3	1.264E+3	1.309E+3	1.351E+3	1.396E+3
930E+0	NaN	1.179E+3	1.241E+3	1.295E+3	1.337E+3	1.387E+3
931E+0	NaN	1.186E+3	1.248E+3	1.295E+3	1.355E+3	1.411E+3
932E+0	NaN	1.185E+3	1.241E+3	1.285E+3	1.334E+3	1.383E+3
933E+0	NaN	1.185E+3	1.248E+3	1.293E+3	1.349E+3	1.381E+3
934E+0	NaN	1.181E+3	1.227E+3	1.28E+3	1.324E+3	1.385E+3
935E+0	NaN	1.182E+3	1.224E+3	1.284E+3	1.324E+3	1.388E+3
936E+0	NaN	1.177E+3	1.238E+3	1.281E+3	1.329E+3	1.375E+3
937E+0	NaN	1.186E+3	1.229E+3	1.296E+3	1.341E+3	1.388E+3
938E+0	NaN	1.187E+3	1.235E+3	1.29E+3	1.332E+3	1.392E+3
939E+0	NaN	1.187E+3	1.238E+3	1.288E+3	1.359E+3	1.391E+3
940E+0	NaN	1.182E+3	1.247E+3	1.297E+3	1.338E+3	1.399E+3
941E+0	NaN	1.175E+3	1.241E+3	1.289E+3	1.327E+3	1.38E+3
942E+0	NaN	1.184E+3	1.239E+3	1.292E+3	1.339E+3	1.39E+3
943E+0	NaN	1.184E+3	1.24E+3	1.284E+3	1.343E+3	1.377E+3
944E+0	NaN	1.183E+3	1.242E+3	1.294E+3	1.347E+3	1.389E+3
945E+0	NaN	1.175E+3	1.234E+3	1.283E+3	1.338E+3	1.384E+3
946E+0	NaN	1.184E+3	1.251E+3	1.292E+3	1.353E+3	1.431E+3
947E+0	NaN	1.179E+3	1.255E+3	1.294E+3	1.345E+3	1.385E+3
948E+0	NaN	1.184E+3	1.241E+3	1.293E+3	1.348E+3	1.395E+3
949E+0	NaN	1.178E+3	1.239E+3	1.285E+3	1.329E+3	1.386E+3
950E+0	NaN	1.185E+3	1.231E+3	1.292E+3	1.333E+3	1.38E+3
951E+0	NaN	1.18E+3	1.258E+3	1.306E+3	1.355E+3	1.391E+3
952E+0	NaN	1.194E+3	1.242E+3	1.292E+3	1.345E+3	1.397E+3
953E+0	NaN	1.182E+3	1.242E+3	1.292E+3	1.333E+3	1.383E+3
954E+0	NaN	1.179E+3	1.234E+3	1.3E+3	1.342E+3	1.396E+3
955E+0	NaN	1.183E+3	1.237E+3	1.282E+3	1.338E+3	1.382E+3
956E+0	NaN	1.176E+3	1.239E+3	1.294E+3	1.339E+3	1.382E+3
957E+0	NaN	1.182E+3	1.232E+3	1.291E+3	1.331E+3	1.389E+3
958E+0	NaN	1.176E+3	1.234E+3	1.285E+3	1.337E+3	1.396E+3
959E+0	NaN	1.179E+3	1.23E+3	1.292E+3	1.344E+3	1.387E+3
960E+0	NaN	1.175E+3	1.243E+3	1.277E+3	1.329E+3	1.379E+3
961E+0	NaN	1.184E+3	1.235E+3	1.293E+3	1.349E+3	1.385E+3
962E+0	NaN	1.185E+3	1.242E+3	1.289E+3	1.339E+3	1.403E+3
963E+0	NaN	1.179E+3	1.231E+3	1.289E+3	1.337E+3	1.379E+3
964E+0	NaN	1.176E+3	1.234E+3	1.28E+3	1.331E+3	1.385E+3
965E+0	NaN	1.186E+3	1.24E+3	1.291E+3	1.348E+3	1.385E+3
966E+0	NaN	1.187E+3	1.251E+3	1.292E+3	1.346E+3	1.397E+3
967E+0	NaN	1.184E+3	1.23E+3	1.293E+3	1.339E+3	1.373E+3
968E+0	NaN	1.177E+3	1.25E+3	1.288E+3	1.336E+3	1.391E+3
969E+0	NaN	1.18E+3	1.238E+3	1.295E+3	1.346E+3	1.384E+3
970E+0	NaN	1.181E+3	1.238E+3	1.294E+3	1.344E+3	1.389E+3
971E+0	NaN	1.181E+3	1.25E+3	1.334E+3	1.362E+3	1.407E+3
972E+0	NaN	1.181E+3	1.225E+3	1.297E+3	1.343E+3	1.396E+3
973E+0	NaN	1.174E+3	1.237E+3	1.31E+3	1.346E+3	1.397E+3
974E+0	NaN	1.169E+3	1.238E+3	1.272E+3	1.331E+3	1.376E+3
975E+0	NaN	1.204E+3	1.261E+3	1.316E+3	1.361E+3	1.414E+3
976E+0	NaN	1.179E+3	1.232E+3	1.288E+3	1.337E+3	1.394E+3
977E+0	NaN	1.185E+3	1.232E+3	1.293E+3	1.333E+3	1.38E+3
978E+0	NaN	1.178E+3	1.242E+3	1.289E+3	1.337E+3	1.382E+3
979E+0	NaN	1.177E+3	1.23E+3	1.296E+3	1.336E+3	1.4E+3
980E+0	NaN	1.186E+3	1.24E+3	1.284E+3	1.335E+3	1.381E+3
981E+0	NaN	1.181E+3	1.25E+3	1.302E+3	1.347E+3	1.413E+3
982E+0	NaN	1.184E+3	1.237E+3	1.295E+3	1.344E+3	1.391E+3
983E+0	NaN	1.171E+3	1.246E+3	1.294E+3	1.339E+3	1.39E+3
984E+0	NaN	1.185E+3	1.232E+3	1.299E+3	1.341E+3	1.386E+3
985E+0	NaN	1.179E+3	1.232E+3	1.28E+3	1.343E+3	1.37E+3
986E+0	NaN	1.176E+3	1.237E+3	1.291E+3	1.336E+3	1.378E+3
987E+0	NaN	1.194E+3	1.242E+3	1.291E+3	1.341E+3	1.393E+3
988E+0	NaN	1.169E+3	1.243E+3	1.319E+3	1.35E+3	1.412E+3
989E+0	NaN	1.205E+3	1.25E+3	1.302E+3	1.356E+3	1.402E+3
990E+0	NaN	1.184E+3	1.236E+3	1.284E+3	1.349E+3	1.388E+3
991E+0	NaN	1.182E+3	1.238E+3	1.286E+3	1.332E+3	1.385E+3
992E+0	NaN	1.168E+3	1.244E+3	1.291E+3	1.331E+3	1.367E+3
993E+0	NaN	1.184E+3	1.243E+3	1.299E+3	1.335E+3	1.383E+3
994E+0	NaN	1.181E+3	1.232E+3	1.281E+3	1.329E+3	1.37E+3
995E+0	NaN	1.184E+3	1.244E+3	1.286E+3	1.337E+3	1.385E+3
996E+0	NaN	1.183E+3	1.24E+3	1.277E+3	1.332E+3	1.384E+3
997E+0	NaN	1.18E+3	1.24E+3	1.295E+3	1.35E+3	1.401E+3
998E+0	NaN	1.176E+3	1.235E+3	1.292E+3	1.341E+3	1.389E+3
999E+0	NaN	1.186E+3	1.249E+3	1.297E+3	1.35E+3	1.395E+3
1E+3	NaN	1.18E+3	1.237E+3	1.278E+3	1.332E+3	1.378E+3
1.001E+3	NaN	1.175E+3	1.235E+3	1.275E+3	1.331E+3	1.379E+3
1.002E+3	NaN	1.184E+3	1.248E+3	1.297E+3	1.34E+3	1.423E+3
1.003E+3	NaN	1.184E+3	1.243E+3	1.288E+3	1.342E+3	1.379E+3
1.004E+3	NaN	1.178E+3	1.235E+3	1.287E+3	1.35E+3	1.396E+3
1.005E+3	NaN	1.169E+3	1.231E+3	1.288E+3	1.341E+3	1.384E+3
1.006E+3	NaN	1.182E+3	1.238E+3	1.3E+3	1.335E+3	1.387E+3
1.007E+3	NaN	1.184E+3	1.238E+3	1.283E+3	1.336E+3	1.376E+3
1.008E+3	NaN	1.173E+3	1.243E+3	1.293E+3	1.342E+3	1.406E+3
1.009E+3	NaN	1.175E+3	1.23E+3	1.309E+3	1.361E+3	1.403E+3
1.01E+3	NaN	1.182E+3	1.24E+3	1.287E+3	1.351E+3	1.38E+3
1.011E+3	NaN	1.175E+3	1.237E+3	1.288E+3	1.348E+3	1.375E+3
1.012E+3	NaN	1.178E+3	1.233E+3	1.272E+3	1.334E+3	1.386E+3
1.013E+3	NaN	1.172E+3	1.247E+3	1.291E+3	1.338E+3	1.379E+3
1.014E+3	NaN	1.179E+3	1.23E+3	1.282E+3	1.34E+3	1.381E+3
1.015E+3	NaN	1.179E+3	1.237E+3	1.288E+3	1.323E+3	1.394E+3
1.016E+3	NaN	1.172E+3	1.241E+3	1.28E+3	1.331E+3	1.376E+3
1.017E+3	NaN	1.182E+3	1.233E+3	1.283E+3	1.325E+3	1.398E+3
1.018E+3	NaN	1.177E+3	1.242E+3	1.286E+3	1.348E+3	1.39E+3
1.019E+3	NaN	1.187E+3	1.242E+3	1.298E+3	1.344E+3	1.379E+3
1.02E+3	NaN	1.181E+3	1.231E+3	1.278E+3	1.329E+3	1.367E+3
1.021E+3	NaN	1.179E+3	1.236E+3	1.285E+3	1.341E+3	1.377E+3
1.022E+3	NaN	1.176E+3	1.236E+3	1.275E+3	1.331E+3	1.374E+3
1.023E+3	NaN	1.179E+3	1.24E+3	1.28E+3	1.33E+3	1.389E+3
1.024E+3	NaN	1.184E+3	1.257E+3	1.303E+3	1.346E+3	1.382E+3

SympCCD.YPixels_Scan0         	                              
1E+0
2E+0
3E+0
4E+0
5E+0
