#2020-11-27
#18:23
#Balayage par: Administrateur
#ScanTask Size: 10001

#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):100*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 2 mV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 321.000000; 

#Tools.Indice de points(Points)	Tools.Time(ms)                	SR530.Mag(V)                  	SR530.Phase(°)                
1.365E+3	3.689365380647E+9	1.288E-3	107.5E+0
1.366E+3	3.689365381511E+9	1.295E-3	107.5E+0
1.367E+3	3.689365382376E+9	1.314E-3	107.4E+0
1.368E+3	3.689365383242E+9	1.292E-3	107.65E+0
1.369E+3	3.689365384106E+9	1.2775E-3	107.85E+0
1.37E+3	3.689365384972E+9	1.2735E-3	107.75E+0
1.371E+3	3.689365385837E+9	1.268E-3	107.75E+0
1.372E+3	3.689365386699E+9	1.2565E-3	107.95E+0
1.373E+3	3.689365387566E+9	1.261E-3	108.05E+0
1.374E+3	3.689365388431E+9	1.2605E-3	108.05E+0
1.375E+3	3.689365389295E+9	1.276E-3	108.05E+0
1.376E+3	3.68936539016E+9	1.2925E-3	108.1E+0
1.377E+3	3.689365391025E+9	1.297E-3	108.05E+0
1.378E+3	3.689365391891E+9	1.289E-3	108.25E+0
1.379E+3	3.689365392755E+9	1.262E-3	108.75E+0
1.38E+3	3.68936539362E+9	1.2575E-3	108.9E+0
1.381E+3	3.689365394483E+9	1.291E-3	108.7E+0
1.382E+3	3.689365395348E+9	1.308E-3	108.9E+0
1.383E+3	3.689365396213E+9	1.2925E-3	109.15E+0
1.384E+3	3.689365397079E+9	1.3085E-3	109E+0
1.385E+3	3.689365397944E+9	1.3205E-3	108.75E+0
1.386E+3	3.689365398808E+9	1.3205E-3	108.7E+0
1.387E+3	3.689365399673E+9	1.3115E-3	108.85E+0
1.388E+3	3.689365400537E+9	1.2965E-3	109.15E+0
1.389E+3	3.689365401403E+9	1.298E-3	109.15E+0
1.39E+3	3.689365402268E+9	1.291E-3	109.3E+0
1.391E+3	3.689365403132E+9	1.284E-3	109.3E+0
1.392E+3	3.689365403998E+9	1.271E-3	109E+0
1.393E+3	3.689365404861E+9	1.282E-3	108.9E+0
1.394E+3	3.689365405727E+9	1.305E-3	108.8E+0
1.395E+3	3.689365406592E+9	1.313E-3	108.85E+0
1.396E+3	3.689365407456E+9	1.318E-3	108.85E+0
1.397E+3	3.689365408321E+9	1.314E-3	108.95E+0
1.398E+3	3.689365409186E+9	1.303E-3	109.4E+0
1.399E+3	3.68936541005E+9	1.3005E-3	109.55E+0
1.4E+3	3.689365410916E+9	1.3045E-3	109.5E+0
1.401E+3	3.68936541178E+9	1.3115E-3	109.45E+0
1.402E+3	3.689365412646E+9	1.316E-3	109.25E+0
1.403E+3	3.689365413509E+9	1.289E-3	108.7E+0
1.404E+3	3.689365414374E+9	1.2825E-3	108.65E+0
1.405E+3	3.689365415238E+9	1.2865E-3	108.7E+0
1.406E+3	3.689365416103E+9	1.284E-3	108.8E+0
1.407E+3	3.68936541697E+9	1.3005E-3	109.2E+0
1.408E+3	3.689365417834E+9	1.3155E-3	109.05E+0
1.409E+3	3.689365418698E+9	1.311E-3	108.4E+0
1.41E+3	3.689365419563E+9	1.322E-3	108.55E+0
1.411E+3	3.689365420428E+9	1.3315E-3	108.35E+0
1.412E+3	3.689365421294E+9	1.3425E-3	107.85E+0
1.413E+3	3.689365422158E+9	1.352E-3	107.55E+0
1.414E+3	3.689365423022E+9	1.3605E-3	107.75E+0
1.415E+3	3.689365423888E+9	1.409E-3	107.95E+0
1.416E+3	3.689365424753E+9	1.4095E-3	108E+0
1.417E+3	3.689365425618E+9	1.3945E-3	107.85E+0
1.418E+3	3.689365426483E+9	1.428E-3	107.6E+0
1.419E+3	3.689365427347E+9	1.46E-3	107.7E+0
1.42E+3	3.689365428213E+9	1.43E-3	107.75E+0
1.421E+3	3.689365429077E+9	1.4275E-3	107.75E+0
1.422E+3	3.689365429942E+9	1.44E-3	107.85E+0
1.423E+3	3.689365430806E+9	1.466E-3	107.7E+0
1.424E+3	3.689365431672E+9	1.465E-3	107.55E+0
1.425E+3	3.689365432537E+9	1.454E-3	106.8E+0
1.426E+3	3.689365433401E+9	1.4485E-3	106.95E+0
1.427E+3	3.689365434267E+9	1.447E-3	107.1E+0
1.428E+3	3.689365435136E+9	1.4445E-3	107.15E+0
1.429E+3	3.689365436E+9	1.44E-3	107.15E+0
1.43E+3	3.689365436865E+9	1.425E-3	107.2E+0
1.431E+3	3.689365437729E+9	1.411E-3	107.3E+0
1.432E+3	3.689365438593E+9	1.407E-3	107.3E+0
1.433E+3	3.68936543946E+9	1.4225E-3	107.25E+0
1.434E+3	3.689365440323E+9	1.424E-3	107.15E+0
1.435E+3	3.689365441188E+9	1.42E-3	107.15E+0
1.436E+3	3.689365442052E+9	1.4355E-3	106.95E+0
1.437E+3	3.689365442917E+9	1.439E-3	106.85E+0
1.438E+3	3.689365443784E+9	1.4125E-3	106.85E+0
1.439E+3	3.689365444648E+9	1.4115E-3	106.75E+0
1.44E+3	3.689365445512E+9	1.426E-3	106.75E+0
1.441E+3	3.689365446376E+9	1.4195E-3	106.8E+0
1.442E+3	3.689365447242E+9	1.4205E-3	106.8E+0
1.443E+3	3.689365448107E+9	1.4265E-3	106.9E+0
1.444E+3	3.689365448973E+9	1.427E-3	106.9E+0
1.445E+3	3.689365449836E+9	1.3885E-3	107E+0
1.446E+3	3.689365450701E+9	1.375E-3	107.2E+0
1.447E+3	3.689365451565E+9	1.3825E-3	107.05E+0
1.448E+3	3.689365452431E+9	1.3885E-3	107.15E+0
1.449E+3	3.689365453295E+9	1.3665E-3	107.4E+0
1.45E+3	3.68936545416E+9	1.3765E-3	107.3E+0
1.451E+3	3.689365455025E+9	1.387E-3	107.2E+0
1.452E+3	3.68936545589E+9	1.396E-3	106.9E+0
1.453E+3	3.689365456756E+9	1.392E-3	107E+0
1.454E+3	3.689365457619E+9	1.391E-3	106.95E+0
1.455E+3	3.689365458485E+9	1.396E-3	107.05E+0
1.456E+3	3.689365459355E+9	1.418E-3	106.8E+0
1.457E+3	3.689365460219E+9	1.426E-3	106.8E+0
1.458E+3	3.689365461085E+9	1.4355E-3	106.6E+0
1.459E+3	3.689365461947E+9	1.4285E-3	106.65E+0
1.46E+3	3.689365462814E+9	1.4175E-3	106.7E+0
1.461E+3	3.689365463678E+9	1.3985E-3	106.85E+0
1.462E+3	3.689365464542E+9	1.4005E-3	106.55E+0
1.463E+3	3.689365465407E+9	1.4085E-3	106.5E+0
1.464E+3	3.689365466273E+9	1.3975E-3	106.6E+0
1.465E+3	3.689365467138E+9	1.3825E-3	106.55E+0
1.466E+3	3.689365468001E+9	1.399E-3	105.9E+0
1.467E+3	3.689365468867E+9	1.406E-3	105.75E+0
1.468E+3	3.689365469733E+9	1.4425E-3	105.45E+0
1.469E+3	3.689365470597E+9	1.4285E-3	105.7E+0
1.47E+3	3.689365471464E+9	1.417E-3	105.55E+0
1.471E+3	3.689365472331E+9	1.41E-3	105.9E+0
1.472E+3	3.689365473194E+9	1.405E-3	105.85E+0
1.473E+3	3.689365474059E+9	1.401E-3	105.95E+0
1.474E+3	3.689365474925E+9	1.3965E-3	106.25E+0
1.475E+3	3.68936547579E+9	1.3995E-3	106.35E+0
1.476E+3	3.689365476653E+9	1.414E-3	106.4E+0
1.477E+3	3.689365477518E+9	1.41E-3	106.45E+0
1.478E+3	3.689365478385E+9	1.4275E-3	106.15E+0
1.479E+3	3.689365479249E+9	1.4155E-3	106.2E+0
1.48E+3	3.689365480113E+9	1.431E-3	106E+0
1.481E+3	3.689365480978E+9	1.4455E-3	106.05E+0
1.482E+3	3.689365481843E+9	1.448E-3	106E+0
1.483E+3	3.689365482708E+9	1.4485E-3	106.1E+0
1.484E+3	3.689365483574E+9	1.4465E-3	106.1E+0
1.485E+3	3.689365484438E+9	1.471E-3	105.9E+0
1.486E+3	3.689365485307E+9	1.4955E-3	105.8E+0
1.487E+3	3.689365486172E+9	1.497E-3	105.7E+0
1.488E+3	3.689365487036E+9	1.476E-3	106.05E+0
1.489E+3	3.6893654879E+9	1.453E-3	106.1E+0
1.49E+3	3.689365488765E+9	1.445E-3	106.2E+0
1.491E+3	3.68936548963E+9	1.4285E-3	106.3E+0
1.492E+3	3.689365490496E+9	1.4195E-3	106.5E+0
1.493E+3	3.68936549136E+9	1.435E-3	106.5E+0
1.494E+3	3.689365492223E+9	1.432E-3	106.45E+0
1.495E+3	3.68936549309E+9	1.4445E-3	106.5E+0
1.496E+3	3.689365493955E+9	1.448E-3	106.4E+0
1.497E+3	3.689365494819E+9	1.4205E-3	106.6E+0
1.498E+3	3.689365495684E+9	1.4095E-3	106.75E+0
1.499E+3	3.689365496548E+9	1.397E-3	106.75E+0
1.5E+3	3.689365497415E+9	1.3855E-3	107E+0
1.501E+3	3.689365498279E+9	1.389E-3	106.8E+0
1.502E+3	3.689365499143E+9	1.385E-3	106.9E+0
1.503E+3	3.689365500007E+9	1.377E-3	107E+0
1.504E+3	3.689365500875E+9	1.376E-3	106.95E+0
1.505E+3	3.689365501743E+9	1.375E-3	106.75E+0
1.506E+3	3.689365502607E+9	1.3315E-3	107.05E+0
1.507E+3	3.689365503471E+9	1.3205E-3	107.75E+0
1.508E+3	3.689365504335E+9	1.3005E-3	108.2E+0
1.509E+3	3.689365505203E+9	1.295E-3	108.45E+0
1.51E+3	3.689365506067E+9	1.2935E-3	108.4E+0
1.511E+3	3.689365506934E+9	1.291E-3	108.2E+0
1.512E+3	3.689365507799E+9	1.2585E-3	108.15E+0
1.513E+3	3.689365508664E+9	1.272E-3	108.25E+0
1.514E+3	3.689365509531E+9	1.28E-3	108.6E+0
1.515E+3	3.689365510394E+9	1.2835E-3	108.65E+0
1.516E+3	3.689365511258E+9	1.2785E-3	108.8E+0
1.517E+3	3.689365512125E+9	1.2695E-3	109E+0
1.518E+3	3.689365512991E+9	1.212E-3	107.55E+0
1.519E+3	3.689365513858E+9	1.1085E-3	105.65E+0
1.52E+3	3.689365514724E+9	1.0575E-3	106.65E+0
1.521E+3	3.689365515587E+9	1.0565E-3	108.65E+0
1.522E+3	3.689365516452E+9	1.066E-3	110.55E+0
1.523E+3	3.689365517317E+9	1.0945E-3	111.95E+0
1.524E+3	3.689365518182E+9	1.125E-3	112.25E+0
1.525E+3	3.689365519046E+9	1.133E-3	112.9E+0
1.526E+3	3.689365519912E+9	1.147E-3	112.85E+0
1.527E+3	3.689365520776E+9	1.164E-3	112.95E+0
1.528E+3	3.689365521642E+9	1.158E-3	113.4E+0
1.529E+3	3.689365522505E+9	1.184E-3	112.25E+0
1.53E+3	3.689365523371E+9	1.221E-3	110.8E+0
1.531E+3	3.689365524235E+9	1.2455E-3	110E+0
1.532E+3	3.689365525101E+9	1.2645E-3	109.45E+0
1.533E+3	3.689365525966E+9	1.267E-3	109.5E+0
1.534E+3	3.68936552683E+9	1.2675E-3	109.45E+0
1.535E+3	3.689365527696E+9	1.275E-3	109.45E+0
1.536E+3	3.68936552856E+9	1.287E-3	109.3E+0
1.537E+3	3.689365529425E+9	1.2915E-3	109.35E+0
1.538E+3	3.689365530289E+9	1.301E-3	108.95E+0
1.539E+3	3.689365531155E+9	1.299E-3	108.9E+0
1.54E+3	3.689365532019E+9	1.313E-3	108.95E+0
1.541E+3	3.689365532884E+9	1.3115E-3	109.1E+0
1.542E+3	3.689365533748E+9	1.303E-3	109.2E+0
1.543E+3	3.689365534614E+9	1.3155E-3	109.05E+0
1.544E+3	3.689365535477E+9	1.343E-3	108.9E+0
1.545E+3	3.689365536344E+9	1.3515E-3	108.9E+0
1.546E+3	3.689365537209E+9	1.351E-3	108.8E+0
1.547E+3	3.689365538073E+9	1.376E-3	108.3E+0
1.548E+3	3.689365538938E+9	1.367E-3	108.2E+0
1.549E+3	3.689365539802E+9	1.344E-3	108.4E+0
1.55E+3	3.689365540667E+9	1.3205E-3	108.65E+0
1.551E+3	3.689365541532E+9	1.3005E-3	108.8E+0
1.552E+3	3.689365542398E+9	1.2985E-3	108.7E+0
1.553E+3	3.689365543262E+9	1.298E-3	108.55E+0
1.554E+3	3.689365544126E+9	1.2745E-3	108.6E+0
1.555E+3	3.68936554499E+9	1.262E-3	109.15E+0
1.556E+3	3.689365545856E+9	1.265E-3	109.15E+0
1.557E+3	3.689365546721E+9	1.275E-3	108.85E+0
1.558E+3	3.689365547585E+9	1.2775E-3	108.7E+0
1.559E+3	3.689365548451E+9	1.195E-3	109.15E+0
1.56E+3	3.689365549315E+9	1.178E-3	109.5E+0
1.561E+3	3.689365550181E+9	1.176E-3	109.8E+0
1.562E+3	3.689365551043E+9	1.1755E-3	109.45E+0
1.563E+3	3.68936555191E+9	1.179E-3	109.3E+0
1.564E+3	3.689365552775E+9	1.167E-3	109.35E+0
1.565E+3	3.689365553639E+9	1.1665E-3	109.7E+0
1.566E+3	3.689365554504E+9	1.1965E-3	110.1E+0
1.567E+3	3.68936555537E+9	1.2645E-3	110.85E+0
1.568E+3	3.689365556238E+9	1.2735E-3	111.1E+0
1.569E+3	3.689365557103E+9	1.2895E-3	111.5E+0
1.57E+3	3.689365557967E+9	1.32E-3	111.35E+0
1.571E+3	3.689365558832E+9	1.3205E-3	111.65E+0
1.572E+3	3.689365559697E+9	1.323E-3	111.65E+0
1.573E+3	3.689365560562E+9	1.339E-3	112.05E+0
1.574E+3	3.689365561428E+9	1.3805E-3	111.85E+0
1.575E+3	3.689365562293E+9	1.3595E-3	112.2E+0
1.576E+3	3.689365563155E+9	1.4215E-3	111.15E+0
1.577E+3	3.689365564021E+9	1.421E-3	110.55E+0
1.578E+3	3.689365564887E+9	1.3905E-3	110.35E+0
1.579E+3	3.689365565751E+9	1.3545E-3	110.15E+0
1.58E+3	3.689365566616E+9	1.313E-3	110.6E+0
1.581E+3	3.68936556748E+9	1.277E-3	110.1E+0
1.582E+3	3.689365568345E+9	1.248E-3	109.5E+0
1.583E+3	3.68936556921E+9	1.2415E-3	109E+0
1.584E+3	3.689365570076E+9	1.2565E-3	109.2E+0
1.585E+3	3.689365570944E+9	1.3025E-3	109.25E+0
1.586E+3	3.68936557181E+9	1.324E-3	109.6E+0
1.587E+3	3.689365572678E+9	1.3285E-3	109.65E+0
1.588E+3	3.689365573542E+9	1.3235E-3	109.75E+0
1.589E+3	3.689365574406E+9	1.3235E-3	109.8E+0
1.59E+3	3.689365575272E+9	1.322E-3	110E+0
1.591E+3	3.689365576139E+9	1.3265E-3	110.15E+0
1.592E+3	3.689365577005E+9	1.3415E-3	109.75E+0
1.593E+3	3.689365577871E+9	1.3455E-3	109.6E+0
1.594E+3	3.689365578735E+9	1.3615E-3	109.55E+0
1.595E+3	3.6893655796E+9	1.3685E-3	109.6E+0
1.596E+3	3.689365580465E+9	1.377E-3	109.5E+0
1.597E+3	3.689365581331E+9	1.3845E-3	109.4E+0
1.598E+3	3.689365582195E+9	1.385E-3	109.55E+0
1.599E+3	3.68936558306E+9	1.3845E-3	109.5E+0
1.6E+3	3.689365583926E+9	1.3905E-3	109.2E+0
1.601E+3	3.68936558479E+9	1.3945E-3	109.05E+0
1.602E+3	3.689365585655E+9	1.4105E-3	108.8E+0
1.603E+3	3.689365586518E+9	1.4255E-3	108.7E+0
1.604E+3	3.689365587383E+9	1.3965E-3	108.95E+0
1.605E+3	3.68936558825E+9	1.37E-3	109.25E+0
1.606E+3	3.689365589113E+9	1.3665E-3	109.3E+0
1.607E+3	3.689365589978E+9	1.3615E-3	109.25E+0
1.608E+3	3.689365590844E+9	1.3485E-3	109.5E+0
1.609E+3	3.689365591709E+9	1.347E-3	109.55E+0
1.61E+3	3.689365592573E+9	1.3445E-3	109.5E+0
1.611E+3	3.689365593442E+9	1.345E-3	109.55E+0
1.612E+3	3.689365594306E+9	1.341E-3	109.6E+0
1.613E+3	3.689365595171E+9	1.349E-3	109.5E+0
1.614E+3	3.689365596036E+9	1.3555E-3	109.2E+0
1.615E+3	3.689365596903E+9	1.368E-3	109.05E+0
1.616E+3	3.689365597769E+9	1.3765E-3	108.9E+0
1.617E+3	3.689365598634E+9	1.377E-3	108.75E+0
1.618E+3	3.6893655995E+9	1.3705E-3	108.8E+0
1.619E+3	3.689365600364E+9	1.366E-3	108.8E+0
1.62E+3	3.689365601229E+9	1.3825E-3	108.8E+0
1.621E+3	3.689365602094E+9	1.393E-3	108.65E+0
1.622E+3	3.689365602958E+9	1.393E-3	108.7E+0
1.623E+3	3.689365603822E+9	1.3845E-3	108.65E+0
1.624E+3	3.689365604688E+9	1.3765E-3	108.7E+0
1.625E+3	3.689365605554E+9	1.375E-3	108.8E+0
1.626E+3	3.689365606422E+9	1.378E-3	108.65E+0
1.627E+3	3.689365607287E+9	1.368E-3	108.85E+0
1.628E+3	3.689365608153E+9	1.3615E-3	109E+0
1.629E+3	3.689365609017E+9	1.3665E-3	108.95E+0
1.63E+3	3.68936560988E+9	1.3685E-3	108.85E+0
1.631E+3	3.689365610747E+9	1.362E-3	109.05E+0
1.632E+3	3.689365611612E+9	1.3645E-3	109.15E+0
1.633E+3	3.689365612476E+9	1.366E-3	109.3E+0
1.634E+3	3.68936561334E+9	1.368E-3	109.05E+0
1.635E+3	3.689365614205E+9	1.37E-3	109.1E+0
1.636E+3	3.68936561507E+9	1.3645E-3	109.1E+0
1.637E+3	3.689365615934E+9	1.3645E-3	109.1E+0
1.638E+3	3.689365616801E+9	1.3715E-3	108.95E+0
1.639E+3	3.689365617664E+9	1.371E-3	109.15E+0
1.64E+3	3.689365618529E+9	1.3525E-3	109.5E+0
1.641E+3	3.689365619393E+9	1.3615E-3	109.55E+0
1.642E+3	3.68936562026E+9	1.375E-3	109.4E+0
1.643E+3	3.689365621128E+9	1.3785E-3	109.3E+0
1.644E+3	3.689365621993E+9	1.3735E-3	109.45E+0
