#2018-10-15
#15:25
#Balayage par: glaliber
#ScanTask Size: 101,101


#Tools.Ind Point(Point)        	Tools.ScanPar(Arb)            	Tools.Temps Abs(ms)           	Tools.Random Number(Arb)      	Tools.Crb 1 Dat(Arb)          
65E+0	10E+0	3.6224764133740096E+9	868.02776384123736E-3	0E+0
66E+0	10E+0	3.6224764134940095E+9	585.70613951992301E-3	0E+0
67E+0	10E+0	3.6224764136120095E+9	178.85907051687133E-3	0E+0
68E+0	10E+0	3.6224764137290096E+9	981.04894888344352E-3	0E+0
69E+0	10E+0	3.6224764138460097E+9	528.57209188748344E-3	0E+0
70E+0	10E+0	3.6224764139630098E+9	88.536361913711836E-3	0E+0
71E+0	10E+0	3.6224764140890098E+9	4.484280649537542E-3	0E+0
72E+0	10E+0	3.6224764142100096E+9	316.01727157499648E-3	0E+0
73E+0	10E+0	3.6224764143300099E+9	97.816215587586575E-3	0E+0
74E+0	10E+0	3.6224764144490099E+9	95.240408798387133E-3	0E+0
75E+0	10E+0	3.6224764145670099E+9	222.83178473058096E-3	0E+0
76E+0	10E+0	3.6224764146840095E+9	624.15151124686508E-3	0E+0
77E+0	10E+0	3.6224764148060098E+9	793.5134214343651E-3	0E+0
78E+0	10E+0	3.6224764149230099E+9	90.439892590906012E-3	0E+0
79E+0	10E+0	3.6224764150410099E+9	333.60460864155494E-3	0E+0
80E+0	10E+0	3.6224764151750097E+9	418.61505626784856E-3	0E+0
81E+0	10E+0	3.6224764152930098E+9	366.59484409761234E-3	0E+0
82E+0	10E+0	3.6224764155160098E+9	700.5812142411415E-3	0E+0
83E+0	10E+0	3.6224764156420097E+9	991.19046866563532E-3	0E+0
84E+0	10E+0	3.6224764157620096E+9	979.71658891489022E-3	0E+0
85E+0	10E+0	3.6224764158790097E+9	478.7721035000741E-3	0E+0
86E+0	10E+0	3.6224764159970098E+9	902.42322645409745E-3	0E+0
87E+0	10E+0	3.6224764161260095E+9	229.88994467328161E-3	0E+0
88E+0	10E+0	3.6224764162470098E+9	231.65512158835355E-3	0E+0
89E+0	10E+0	3.6224764163730097E+9	662.55029057587589E-3	0E+0
90E+0	10E+0	3.6224764164940095E+9	556.68728655203115E-3	0E+0
91E+0	10E+0	3.6224764166120095E+9	218.13473559507246E-3	0E+0
92E+0	10E+0	3.6224764167310095E+9	135.85944553181495E-3	0E+0
93E+0	10E+0	3.6224764168490095E+9	180.87130469139279E-3	0E+0
94E+0	10E+0	3.6224764169670095E+9	328.06315099833028E-3	0E+0
95E+0	10E+0	3.6224764170890098E+9	565.84321881048893E-3	0E+0
96E+0	10E+0	3.6224764172130098E+9	680.14852615166221E-3	0E+0
97E+0	10E+0	3.6224764174060097E+9	894.87111292222177E-3	0E+0
98E+0	10E+0	3.6224764175340099E+9	807.65105002149584E-3	0E+0
99E+0	10E+0	3.6224764176610098E+9	277.9202547493318E-3	0E+0
100E+0	10E+0	3.6224764177830095E+9	167.13632632108588E-3	0E+0
0E+0	11E+0	3.6224764179020095E+9	576.49776151505683E-3	0E+0
1E+0	11E+0	3.6224764180210099E+9	601.09096745117518E-3	0E+0
2E+0	11E+0	3.6224764181480098E+9	140.08916060884147E-3	0E+0
3E+0	11E+0	3.6224764182700095E+9	831.37838475900994E-3	0E+0
4E+0	11E+0	3.6224764183920097E+9	476.65902653437653E-3	0E+0
5E+0	11E+0	3.6224764185290098E+9	758.02341462296163E-3	0E+0
6E+0	11E+0	3.6224764187040095E+9	561.81649302128323E-3	0E+0
7E+0	11E+0	3.6224764188390098E+9	80.91630842213382E-3	0E+0
8E+0	11E+0	3.6224764189570098E+9	237.71680053580546E-3	0E+0
9E+0	11E+0	3.6224764190770097E+9	746.07740410072809E-3	0E+0
10E+0	11E+0	3.6224764192050099E+9	523.29470630084618E-3	0E+0
11E+0	11E+0	3.6224764193280096E+9	559.49285671157711E-3	0E+0
12E+0	11E+0	3.6224764194500098E+9	425.20917436067918E-3	0E+0
13E+0	11E+0	3.6224764195700097E+9	763.22247618606243E-3	0E+0
14E+0	11E+0	3.6224764196940098E+9	997.20916981127039E-3	0E+0
15E+0	11E+0	3.6224764198190098E+9	46.41848967797757E-3	0E+0
16E+0	11E+0	3.6224764199450097E+9	539.72037934230643E-3	0E+0
17E+0	11E+0	3.6224764201240096E+9	691.22621551665919E-3	0E+0
18E+0	11E+0	3.6224764202530098E+9	553.06136856587162E-3	0E+0
19E+0	11E+0	3.6224764203800096E+9	459.93122794231045E-3	0E+0
20E+0	11E+0	3.6224764205030098E+9	21.978515204331028E-3	0E+0
21E+0	11E+0	3.6224764206230097E+9	153.08484553643553E-3	0E+0
22E+0	11E+0	3.6224764207450099E+9	70.175675900965739E-3	0E+0
23E+0	11E+0	3.6224764208690095E+9	546.46385267682462E-3	0E+0
24E+0	11E+0	3.6224764209980097E+9	736.39103756247337E-3	0E+0
25E+0	11E+0	3.6224764211200099E+9	53.049618202368087E-3	0E+0
26E+0	11E+0	3.6224764212510095E+9	641.79531270350743E-3	0E+0
27E+0	11E+0	3.6224764213780098E+9	265.84133770691354E-3	0E+0
28E+0	11E+0	3.6224764215020099E+9	21.181834694690593E-3	0E+0
29E+0	11E+0	3.6224764216230097E+9	967.78491781374953E-3	0E+0
30E+0	11E+0	3.6224764217460098E+9	682.94782630224748E-3	0E+0
31E+0	11E+0	3.6224764218850098E+9	344.42127606054029E-3	0E+0
32E+0	11E+0	3.6224764220060096E+9	439.3611931293222E-3	0E+0
33E+0	11E+0	3.6224764221270099E+9	518.53778174319043E-3	0E+0
34E+0	11E+0	3.6224764222700095E+9	524.45208822517042E-3	0E+0
35E+0	11E+0	3.6224764223950095E+9	412.72551812551339E-3	0E+0
36E+0	11E+0	3.6224764225210099E+9	392.33473205414526E-3	0E+0
37E+0	11E+0	3.6224764226430097E+9	579.02591785414059E-3	0E+0
38E+0	11E+0	3.6224764227700095E+9	752.57889663176924E-3	0E+0
39E+0	11E+0	3.6224764228920097E+9	115.06797996322726E-3	0E+0
40E+0	11E+0	3.6224764230130095E+9	54.210805262283834E-3	0E+0
41E+0	11E+0	3.6224764231360097E+9	403.11947639810697E-3	0E+0
42E+0	11E+0	3.6224764232700095E+9	822.5675086747295E-3	0E+0
43E+0	11E+0	3.6224764234030099E+9	725.16698498611798E-3	0E+0
44E+0	11E+0	3.6224764235270095E+9	250.43692352323621E-3	0E+0
45E+0	11E+0	3.6224764236510096E+9	821.95880896790596E-3	0E+0
46E+0	11E+0	3.6224764237770095E+9	768.67368422881666E-3	0E+0
47E+0	11E+0	3.6224764239000096E+9	94.052848683179757E-3	0E+0
48E+0	11E+0	3.6224764240220098E+9	579.3753418289187E-3	0E+0
49E+0	11E+0	3.6224764241450095E+9	883.6496246505382E-3	0E+0
50E+0	11E+0	3.6224764242770095E+9	354.05137533027053E-3	0E+0
51E+0	11E+0	3.6224764244100099E+9	140.21599296532017E-6	0E+0
52E+0	11E+0	3.6224764245430098E+9	446.42175898766601E-3	0E+0
53E+0	11E+0	3.6224764246660099E+9	753.04139093698064E-3	0E+0
54E+0	11E+0	3.6224764247930098E+9	386.26509938699849E-3	0E+0
55E+0	11E+0	3.6224764249210095E+9	508.90890040745584E-3	0E+0
56E+0	11E+0	3.6224764250450096E+9	199.55802275234857E-3	0E+0
57E+0	11E+0	3.6224764251760097E+9	814.24309713691623E-3	0E+0
58E+0	11E+0	3.6224764253620095E+9	936.23024463929894E-3	0E+0
59E+0	11E+0	3.6224764255070095E+9	349.23110860622675E-3	0E+0
60E+0	11E+0	3.6224764256300096E+9	221.44693287917616E-3	0E+0
61E+0	11E+0	3.6224764257570095E+9	23.373691915305805E-3	0E+0
62E+0	11E+0	3.6224764258800096E+9	735.13340280209061E-3	0E+0
63E+0	11E+0	3.6224764260030098E+9	258.70663889707934E-3	0E+0
64E+0	11E+0	3.6224764261270099E+9	738.66935516640031E-3	0E+0
65E+0	11E+0	3.6224764262550096E+9	92.948435119312833E-3	0E+0
66E+0	11E+0	3.6224764263920097E+9	672.12426143429904E-3	0E+0
67E+0	11E+0	3.6224764265270095E+9	499.72678717492824E-3	0E+0
68E+0	11E+0	3.6224764266550097E+9	168.9142504563852E-3	0E+0
69E+0	11E+0	3.6224764267850099E+9	811.92787727894378E-3	0E+0
70E+0	11E+0	3.6224764269100099E+9	948.06863705952238E-3	0E+0
71E+0	11E+0	3.6224764270350099E+9	430.81209168545898E-3	0E+0
72E+0	11E+0	3.6224764271590099E+9	393.132709397783E-3	0E+0
73E+0	11E+0	3.6224764272920098E+9	86.816183497582688E-3	0E+0
74E+0	11E+0	3.6224764274200096E+9	840.07930452349933E-3	0E+0
75E+0	11E+0	3.6224764275470095E+9	543.73173603544078E-3	0E+0
76E+0	11E+0	3.6224764276720095E+9	887.7644280950775E-3	0E+0
77E+0	11E+0	3.6224764278000097E+9	313.59278905651511E-3	0E+0
78E+0	11E+0	3.6224764279280095E+9	831.38607413639853E-3	0E+0
79E+0	11E+0	3.6224764280580096E+9	165.466927267653E-3	0E+0
80E+0	11E+0	3.6224764282540097E+9	524.3324327798875E-3	0E+0
81E+0	11E+0	3.6224764284130096E+9	518.86920109682832E-3	0E+0
82E+0	11E+0	3.6224764285430098E+9	945.24720085140212E-3	0E+0
83E+0	11E+0	3.6224764286740098E+9	804.95216896757027E-3	0E+0
84E+0	11E+0	3.6224764288030095E+9	725.76177836354128E-3	0E+0
85E+0	11E+0	3.6224764289280095E+9	115.77117178191965E-3	0E+0
86E+0	11E+0	3.6224764290550098E+9	158.81412734243927E-3	0E+0
87E+0	11E+0	3.6224764291810098E+9	715.20511413498933E-3	0E+0
88E+0	11E+0	3.6224764293210096E+9	897.10128738291162E-3	0E+0
89E+0	11E+0	3.6224764294550099E+9	979.21556830733314E-3	0E+0
90E+0	11E+0	3.6224764295850096E+9	997.33424985216645E-3	0E+0
91E+0	11E+0	3.6224764297150097E+9	205.35317166694744E-3	0E+0
92E+0	11E+0	3.6224764298460097E+9	201.27093073037994E-3	0E+0
93E+0	11E+0	3.6224764299730096E+9	403.69332307728101E-3	0E+0
94E+0	11E+0	3.6224764301000099E+9	278.55081120606706E-3	0E+0
95E+0	11E+0	3.6224764302270098E+9	815.36829261140564E-3	0E+0
96E+0	11E+0	3.6224764303660097E+9	12.792818552099572E-3	0E+0
97E+0	11E+0	3.6224764304980097E+9	23.414242563169596E-3	0E+0
98E+0	11E+0	3.6224764306250095E+9	877.66614004729282E-3	0E+0
99E+0	11E+0	3.6224764307600098E+9	903.01695760587297E-3	0E+0
100E+0	11E+0	3.6224764308880095E+9	767.94757363814381E-3	0E+0
0E+0	12E+0	3.6224764310170097E+9	310.43223987254653E-3	0E+0
1E+0	12E+0	3.6224764311490097E+9	263.39203842623982E-3	0E+0
2E+0	12E+0	3.6224764313350096E+9	969.26327776352927E-3	0E+0
3E+0	12E+0	3.6224764314820099E+9	572.31899369236983E-3	0E+0
4E+0	12E+0	3.6224764316130099E+9	614.20452779771484E-3	0E+0
5E+0	12E+0	3.6224764317420096E+9	279.50683468979709E-3	0E+0
6E+0	12E+0	3.6224764318720098E+9	998.6403209576622E-3	0E+0
7E+0	12E+0	3.6224764319990096E+9	611.10167895729761E-3	0E+0
8E+0	12E+0	3.6224764321270099E+9	122.64863026745276E-3	0E+0
9E+0	12E+0	3.6224764322550096E+9	407.66698439192073E-3	0E+0
10E+0	12E+0	3.6224764323980098E+9	988.87231805794018E-3	0E+0
11E+0	12E+0	3.6224764325310097E+9	985.57680942716042E-3	0E+0
12E+0	12E+0	3.6224764326620097E+9	972.05753700307507E-3	0E+0
13E+0	12E+0	3.6224764328000097E+9	41.822335650044895E-3	0E+0
14E+0	12E+0	3.6224764329290099E+9	93.805383637544981E-3	0E+0
15E+0	12E+0	3.6224764330580096E+9	950.5507677955054E-3	0E+0
16E+0	12E+0	3.6224764331870098E+9	187.82407542129875E-3	0E+0
17E+0	12E+0	3.6224764333180099E+9	809.7012043402767E-3	0E+0
18E+0	12E+0	3.6224764334610095E+9	934.18195824449657E-3	0E+0
19E+0	12E+0	3.6224764335940099E+9	516.36695238834562E-3	0E+0
20E+0	12E+0	3.6224764337250099E+9	996.25500770815356E-3	0E+0
21E+0	12E+0	3.6224764338550096E+9	495.522356215641E-3	0E+0
22E+0	12E+0	3.6224764339870095E+9	137.80238786835475E-3	0E+0
23E+0	12E+0	3.6224764341180096E+9	369.23410396158007E-3	0E+0
24E+0	12E+0	3.6224764342790098E+9	717.99919718392158E-3	0E+0
25E+0	12E+0	3.6224764344290099E+9	830.95772557430858E-3	0E+0
26E+0	12E+0	3.6224764345650096E+9	244.90991086232272E-3	0E+0
27E+0	12E+0	3.6224764346960096E+9	71.068937703991253E-3	0E+0
28E+0	12E+0	3.6224764348330097E+9	337.34494242384394E-3	0E+0
29E+0	12E+0	3.6224764349640098E+9	99.310241288790735E-3	0E+0
30E+0	12E+0	3.6224764350950098E+9	904.39194138845513E-3	0E+0
31E+0	12E+0	3.6224764352260098E+9	465.99651362127803E-3	0E+0
32E+0	12E+0	3.6224764353640099E+9	165.18261436847981E-3	0E+0
33E+0	12E+0	3.6224764355960097E+9	475.13321593524727E-3	0E+0
34E+0	12E+0	3.6224764357410097E+9	802.00907835302893E-3	0E+0
35E+0	12E+0	3.6224764358730097E+9	473.83589685306782E-3	0E+0
36E+0	12E+0	3.6224764360040097E+9	322.44867501076646E-3	0E+0
37E+0	12E+0	3.6224764361360097E+9	55.754813554134364E-3	0E+0
38E+0	12E+0	3.6224764362680097E+9	197.25127162691991E-3	0E+0
39E+0	12E+0	3.6224764364040098E+9	539.14858085071016E-3	0E+0
40E+0	12E+0	3.6224764365530095E+9	605.13553395996578E-3	0E+0
41E+0	12E+0	3.6224764366860099E+9	490.90499994998393E-3	0E+0
42E+0	12E+0	3.6224764368230095E+9	605.15172275610807E-3	0E+0
43E+0	12E+0	3.6224764369790096E+9	149.64934868652424E-3	0E+0
44E+0	12E+0	3.6224764371190095E+9	286.64218192489832E-3	0E+0
45E+0	12E+0	3.6224764372500095E+9	327.12329869975854E-3	0E+0
46E+0	12E+0	3.6224764373860097E+9	718.17598570782026E-3	0E+0
47E+0	12E+0	3.6224764375330095E+9	889.58389593973819E-3	0E+0
48E+0	12E+0	3.6224764376670098E+9	101.15109704865843E-3	0E+0
49E+0	12E+0	3.6224764378040099E+9	467.57168916812475E-3	0E+0
50E+0	12E+0	3.6224764379370098E+9	750.79576926724834E-3	0E+0
51E+0	12E+0	3.6224764380720096E+9	365.79960126925171E-3	0E+0
52E+0	12E+0	3.6224764382080097E+9	497.43197965622254E-3	0E+0
53E+0	12E+0	3.6224764383460097E+9	388.15003436877027E-3	0E+0
54E+0	12E+0	3.6224764385920095E+9	31.178537191938638E-3	0E+0
55E+0	12E+0	3.6224764387270098E+9	492.83498096943978E-3	0E+0
56E+0	12E+0	3.6224764388630099E+9	478.55091221852186E-3	0E+0
57E+0	12E+0	3.6224764390010095E+9	959.51854629346234E-3	0E+0
58E+0	12E+0	3.6224764391360097E+9	408.1390530290141E-3	0E+0
59E+0	12E+0	3.6224764392730098E+9	192.54534570216641E-3	0E+0
60E+0	12E+0	3.6224764394190097E+9	113.96169757931718E-3	0E+0
61E+0	12E+0	3.6224764395700097E+9	590.24236467321289E-3	0E+0
62E+0	12E+0	3.6224764397050099E+9	276.62268404281098E-3	0E+0
63E+0	12E+0	3.6224764398440099E+9	713.08753987410245E-3	0E+0
64E+0	12E+0	3.6224764399800096E+9	351.87900320515375E-3	0E+0
65E+0	12E+0	3.6224764401170096E+9	533.87722511530877E-3	0E+0
66E+0	12E+0	3.6224764402520099E+9	571.96942839650133E-3	0E+0
67E+0	12E+0	3.6224764403900099E+9	733.56109864809926E-3	0E+0
68E+0	12E+0	3.6224764405370097E+9	495.31135662580139E-3	0E+0
69E+0	12E+0	3.6224764406890097E+9	668.78998223918762E-3	0E+0
70E+0	12E+0	3.6224764409240098E+9	222.1194022136046E-3	0E+0
71E+0	12E+0	3.6224764410650096E+9	948.0146208938911E-3	0E+0
72E+0	12E+0	3.6224764412020097E+9	236.09476412181207E-3	0E+0
73E+0	12E+0	3.6224764413400097E+9	273.88405167317997E-3	0E+0
74E+0	12E+0	3.6224764414770098E+9	822.67450570341305E-3	0E+0
75E+0	12E+0	3.6224764416270099E+9	639.64017644731808E-3	0E+0
76E+0	12E+0	3.6224764417700095E+9	696.14916871843047E-3	0E+0
77E+0	12E+0	3.6224764419080095E+9	44.462533636127954E-3	0E+0
78E+0	12E+0	3.6224764421440096E+9	679.74508454270022E-3	0E+0
79E+0	12E+0	3.6224764422800097E+9	56.411642853758881E-3	0E+0
80E+0	12E+0	3.6224764424230099E+9	787.54851388091018E-3	0E+0
81E+0	12E+0	3.6224764425720096E+9	82.770085437986918E-3	0E+0
82E+0	12E+0	3.6224764427090096E+9	601.05367664513332E-3	0E+0
83E+0	12E+0	3.6224764428480096E+9	654.44643375047229E-3	0E+0
84E+0	12E+0	3.6224764429880099E+9	838.39120248941978E-3	0E+0
85E+0	12E+0	3.6224764431370096E+9	169.99815069733293E-3	0E+0
86E+0	12E+0	3.6224764432740097E+9	202.59624205519966E-3	0E+0
87E+0	12E+0	3.6224764434160099E+9	902.19190140513206E-3	0E+0
88E+0	12E+0	3.6224764435650096E+9	230.31254687420954E-3	0E+0
89E+0	12E+0	3.6224764437050099E+9	386.48716570955433E-3	0E+0
90E+0	12E+0	3.6224764438480096E+9	385.38082535155516E-3	0E+0
91E+0	12E+0	3.6224764439860096E+9	220.08595388685381E-3	0E+0
92E+0	12E+0	3.6224764441240096E+9	815.36725456645709E-3	0E+0
93E+0	12E+0	3.6224764442630095E+9	445.34551967834624E-3	0E+0
94E+0	12E+0	3.6224764444080095E+9	388.81894001647588E-3	0E+0
95E+0	12E+0	3.6224764445540099E+9	751.96147233988331E-3	0E+0
96E+0	12E+0	3.6224764448220096E+9	193.39170275894757E-3	0E+0
97E+0	12E+0	3.6224764449610095E+9	898.50689662560024E-3	0E+0
98E+0	12E+0	3.6224764451010098E+9	667.246858270516E-3	0E+0
99E+0	12E+0	3.6224764452450099E+9	725.11534982106451E-3	0E+0
100E+0	12E+0	3.6224764453890095E+9	178.67711791778396E-3	0E+0
0E+0	13E+0	3.6224764455280099E+9	73.871398272573163E-3	0E+0
1E+0	13E+0	3.6224764456820097E+9	735.60864532820536E-3	0E+0
2E+0	13E+0	3.6224764458250098E+9	957.10942291645118E-3	0E+0
3E+0	13E+0	3.6224764459640098E+9	881.7672722179869E-3	0E+0
4E+0	13E+0	3.6224764461030097E+9	444.80041099367562E-3	0E+0
5E+0	13E+0	3.6224764462420096E+9	192.91650601949195E-3	0E+0
6E+0	13E+0	3.6224764463850098E+9	816.29522392885723E-3	0E+0
7E+0	13E+0	3.6224764465250096E+9	584.69365146298458E-3	0E+0
8E+0	13E+0	3.6224764466850095E+9	144.96741346109943E-3	0E+0
9E+0	13E+0	3.6224764468320098E+9	643.24271311107295E-3	0E+0
10E+0	13E+0	3.6224764469840097E+9	797.12917311703779E-3	0E+0
11E+0	13E+0	3.6224764471340098E+9	255.98831405683065E-3	0E+0
12E+0	13E+0	3.6224764472780099E+9	851.9448271068073E-3	0E+0
13E+0	13E+0	3.6224764474230099E+9	991.56272606788653E-3	0E+0
14E+0	13E+0	3.6224764475640097E+9	177.37172485791319E-3	0E+0
15E+0	13E+0	3.6224764477160096E+9	339.56584575402959E-3	0E+0
16E+0	13E+0	3.6224764478630099E+9	87.679361034431746E-3	0E+0
17E+0	13E+0	3.6224764480130095E+9	303.54953602578005E-3	0E+0
18E+0	13E+0	3.6224764481620097E+9	123.40729652406823E-3	0E+0
19E+0	13E+0	3.6224764483050098E+9	647.89046237155068E-3	0E+0
20E+0	13E+0	3.6224764484570098E+9	655.05185268614607E-3	0E+0
21E+0	13E+0	3.6224764486060095E+9	213.37247242699409E-3	0E+0
22E+0	13E+0	3.6224764487640095E+9	228.93326895480515E-3	0E+0
23E+0	13E+0	3.6224764489070096E+9	448.24557043472124E-3	0E+0
24E+0	13E+0	3.6224764490500097E+9	362.79224731767012E-3	0E+0
25E+0	13E+0	3.6224764491940098E+9	616.5979821646328E-3	0E+0
26E+0	13E+0	3.6224764494430099E+9	235.24207275524467E-3	0E+0
27E+0	13E+0	3.6224764495890098E+9	219.27012017043035E-3	0E+0
28E+0	13E+0	3.6224764497440095E+9	155.2078622605951E-3	0E+0
29E+0	13E+0	3.6224764498880095E+9	581.61088231229407E-3	0E+0
30E+0	13E+0	3.6224764500310097E+9	593.94636091839881E-3	0E+0
31E+0	13E+0	3.6224764501750097E+9	144.28241798470398E-3	0E+0
32E+0	13E+0	3.6224764503190098E+9	530.20470475055348E-3	0E+0
33E+0	13E+0	3.6224764504660096E+9	815.18951343846058E-3	0E+0
34E+0	13E+0	3.6224764506130099E+9	436.33050489402692E-3	0E+0
35E+0	13E+0	3.6224764507720098E+9	514.99211944352496E-3	0E+0
36E+0	13E+0	3.6224764509170098E+9	581.17980047437645E-3	0E+0
37E+0	13E+0	3.6224764510620098E+9	984.22614823582188E-3	0E+0
38E+0	13E+0	3.6224764512070098E+9	850.45923362916964E-3	0E+0
39E+0	13E+0	3.6224764513560095E+9	248.9752099507927E-3	0E+0
40E+0	13E+0	3.6224764515090098E+9	849.61532552772012E-3	0E+0
41E+0	13E+0	3.6224764516720095E+9	435.80988524378594E-3	0E+0
42E+0	13E+0	3.6224764518320098E+9	623.64754864808125E-3	0E+0
43E+0	13E+0	3.6224764519770098E+9	428.69072261008223E-3	0E+0
44E+0	13E+0	3.6224764521220098E+9	166.69253153161268E-3	0E+0
45E+0	13E+0	3.6224764522670097E+9	594.84222581416812E-3	0E+0
46E+0	13E+0	3.6224764524160099E+9	312.4901417090693E-3	0E+0
47E+0	13E+0	3.6224764525620098E+9	883.06915090902871E-3	0E+0
48E+0	13E+0	3.6224764527170095E+9	677.02328637371956E-3	0E+0
49E+0	13E+0	3.6224764528700099E+9	929.04088243207328E-3	0E+0
50E+0	13E+0	3.6224764530350099E+9	838.55659118662462E-3	0E+0
51E+0	13E+0	3.6224764531820097E+9	368.04262491734985E-3	0E+0
52E+0	13E+0	3.6224764533280096E+9	518.37017338610081E-3	0E+0
53E+0	13E+0	3.6224764534820099E+9	986.95271757917247E-3	0E+0
54E+0	13E+0	3.6224764536310096E+9	684.68608833683331E-3	0E+0
55E+0	13E+0	3.6224764537890096E+9	379.40927545265857E-3	0E+0
56E+0	13E+0	3.6224764539360099E+9	669.92178857983786E-3	0E+0
57E+0	13E+0	3.6224764540820098E+9	958.54398339743019E-3	0E+0
58E+0	13E+0	3.6224764542310095E+9	407.55999294759082E-3	0E+0
59E+0	13E+0	3.6224764544280095E+9	422.73552466966446E-3	0E+0
60E+0	13E+0	3.6224764545840096E+9	144.36929379318353E-3	0E+0
61E+0	13E+0	3.6224764547330098E+9	122.8903154426042E-3	0E+0
62E+0	13E+0	3.6224764548960099E+9	212.31100507950584E-3	0E+0
63E+0	13E+0	3.6224764550430098E+9	975.03201876334278E-3	0E+0
64E+0	13E+0	3.6224764551900096E+9	338.26367962467163E-3	0E+0
65E+0	13E+0	3.6224764553380098E+9	288.35542101831035E-3	0E+0
66E+0	13E+0	3.6224764554880099E+9	854.92441112526252E-3	0E+0
67E+0	13E+0	3.6224764556500096E+9	390.65088088097899E-3	0E+0
68E+0	13E+0	3.6224764558110099E+9	364.01755351955695E-3	0E+0
69E+0	13E+0	3.6224764559580097E+9	317.03507160271083E-3	0E+0
70E+0	13E+0	3.6224764561060095E+9	321.60202003678684E-3	0E+0
71E+0	13E+0	3.6224764562560096E+9	359.58507130867146E-3	0E+0
72E+0	13E+0	3.6224764564860096E+9	934.15633246243002E-3	0E+0
73E+0	13E+0	3.6224764566610098E+9	664.83794936081575E-3	0E+0
74E+0	13E+0	3.6224764568230095E+9	740.01796228743077E-3	0E+0
75E+0	13E+0	3.6224764569710097E+9	743.18627247411451E-3	0E+0
76E+0	13E+0	3.6224764571210098E+9	739.192054434609E-3	0E+0
77E+0	13E+0	3.6224764572710099E+9	831.48559610002848E-3	0E+0
78E+0	13E+0	3.6224764574210095E+9	236.53315730980262E-3	0E+0
79E+0	13E+0	3.6224764575710096E+9	601.90383558210847E-3	0E+0
80E+0	13E+0	3.6224764577280097E+9	854.96610954074925E-3	0E+0
81E+0	13E+0	3.6224764578870096E+9	637.22456661353266E-3	0E+0
82E+0	13E+0	3.6224764580360098E+9	813.20550495985111E-3	0E+0
83E+0	13E+0	3.6224764581940098E+9	307.33969968775976E-3	0E+0
84E+0	13E+0	3.6224764583830099E+9	974.01017922406186E-3	0E+0
85E+0	13E+0	3.6224764585440097E+9	267.10538598160882E-3	0E+0
86E+0	13E+0	3.6224764586980095E+9	696.14790135937765E-3	0E+0
87E+0	13E+0	3.6224764588620095E+9	961.73179649025675E-3	0E+0
88E+0	13E+0	3.6224764590110097E+9	496.33203413580795E-3	0E+0
89E+0	13E+0	3.6224764591610098E+9	934.39473569604026E-3	0E+0
90E+0	13E+0	3.6224764593110099E+9	557.52409355972476E-3	0E+0
91E+0	13E+0	3.6224764594660096E+9	58.81567327460191E-3	0E+0
92E+0	13E+0	3.6224764596700096E+9	98.174772114507647E-3	0E+0
93E+0	13E+0	3.6224764598380098E+9	703.9294663582274E-3	0E+0
94E+0	13E+0	3.6224764599920096E+9	747.45675385058408E-3	0E+0
95E+0	13E+0	3.6224764601430097E+9	132.23027196256765E-3	0E+0
96E+0	13E+0	3.6224764602950096E+9	921.73802724576248E-3	0E+0
97E+0	13E+0	3.6224764604530096E+9	15.213950572139812E-3	0E+0
98E+0	13E+0	3.6224764606070099E+9	750.55430734059825E-3	0E+0
99E+0	13E+0	3.6224764607660098E+9	441.93747853893939E-3	0E+0
100E+0	13E+0	3.6224764610130095E+9	950.39668114306797E-3	0E+0
0E+0	14E+0	3.6224764611650095E+9	472.88031799469166E-3	0E+0
1E+0	14E+0	3.6224764613190098E+9	960.13373714218542E-3	0E+0
2E+0	14E+0	3.6224764614730096E+9	962.93460895787808E-3	0E+0
3E+0	14E+0	3.6224764616450095E+9	638.95098687272522E-3	0E+0
4E+0	14E+0	3.6224764618060098E+9	323.1496752179901E-3	0E+0
5E+0	14E+0	3.6224764619670095E+9	279.48668592000536E-3	0E+0
6E+0	14E+0	3.6224764621330099E+9	533.26350530537381E-3	0E+0
7E+0	14E+0	3.6224764622840099E+9	735.19290563568207E-3	0E+0
8E+0	14E+0	3.6224764624410095E+9	821.81565598928874E-3	0E+0
9E+0	14E+0	3.6224764626040096E+9	856.4304303977337E-3	0E+0
10E+0	14E+0	3.6224764627610097E+9	971.73073736466753E-3	0E+0
11E+0	14E+0	3.6224764629230099E+9	860.22560131911008E-3	0E+0
12E+0	14E+0	3.6224764630760097E+9	541.19625794742476E-3	0E+0
13E+0	14E+0	3.6224764632310095E+9	479.53424442125048E-3	0E+0
14E+0	14E+0	3.6224764633850098E+9	598.54732691814305E-3	0E+0
15E+0	14E+0	3.6224764635420098E+9	289.37702900993956E-3	0E+0
16E+0	14E+0	3.6224764636990099E+9	85.279997606031444E-3	0E+0
17E+0	14E+0	3.6224764638610096E+9	593.38375364875562E-3	0E+0
18E+0	14E+0	3.6224764640250096E+9	194.0464839820768E-3	0E+0
19E+0	14E+0	3.6224764641790099E+9	135.43876744013228E-3	0E+0
20E+0	14E+0	3.6224764643330097E+9	838.01374459014277E-3	0E+0
21E+0	14E+0	3.6224764644910097E+9	123.26333408092371E-3	0E+0
22E+0	14E+0	3.6224764646490097E+9	247.13880562051105E-3	0E+0
23E+0	14E+0	3.6224764648100095E+9	119.51553424800876E-3	0E+0
24E+0	14E+0	3.6224764649750099E+9	402.10040819188242E-3	0E+0
25E+0	14E+0	3.6224764651310096E+9	49.468878680122064E-3	0E+0
